text	label
"I hope you spend the money on tents, and not airline tickets... A film that will cure socialism in the English speaking world. Will you watch it? You are 'Free to Choose'. Nobel Prize winning economist Milton Friedman predicted an end to the liberal era via the internet twenty five years ago. That means an end to a socialist movement that elsewhere ended in nazi and communist governments! Please Watch ""Free to Choose"" (on Youtube) and see if Dr. Friedman’s facts will convince you (as they did me)… More facts that might spark your interest…The Black February Floods and The National Prayer Breakfast are EXACTLY 120 years apart. Johnstown, Homestead, Queensland….That is one biblical generation…LOST… Lost to a labor war, an ongoing socialist movement, and a destruction of our freedoms (like saying Merry Christmas). Look around you America! God is speaking to us right now! Vote for Ben Carson! We are off punishment for sins from America's past. You can look this stuff up; I did, after I read ONE NATION. If you only have an hour, grab a coffee and try this video... again, that's an end to the liberal era, not the end of times....oh, one last thing, if this video were to go viral it should fix America, I know an hours a big chunk though...cheers https://www.youtube.com/watch?v=zNtKk2EmI-o"	0
get it wrong is an understatement. Labour committed cultural genocide with their policy of mass immigration.	1
Stoked up by media	1
God. I'm very tired of this idea that EU nations citizens own other countries. The more corrupt the country as Romania etc. The more they protest about rights and equality and their rights to live elsewhere. Meanwhile they can't fix their problems at home.	0
Open your hearts, for lives as there is a bright so new tomorrow, live for now be beautiful and without morrow . Door Syrians are worthy but they have surely seen the sorrow . How can the UK and britishs be so cruel? For was not you the heartbreak and horror. Show a brighter day and this terrible sorrow. As we all seek refuge in times without the mother and the father and the sister and of course the brother. not your misery and sorrow to follow..	0
The fact that this couple does not want to travel the world reveals in itself how limited their point of view is.	0
What? Syrian God sent? Go to Saudi !!!!!	1
Crackers	1
MUSLIMS NO LONGER WANTED IN WORLD THOSE HAUNTED THINGS excaping islam death kult zommbied to b muslimes	1
Innocent Syrian, Afghan, Pakistani ''doctors, teachers and football coaches'' fight with each other in Croatia. https://www.youtube.com/watch?t=16&v=A2QcrUCPdwU	0
Strange that he's not arrested or killed.	1
These idiots seem similar to Austria's Freedom Party, who are repackaging Islamophobia as nationalism. Europe has made so many advances in social equality that the U.S. could stand to learn from... so please, Europe, don't succumb to hate!	1
Benefits	1
That's nice.	0
Gun turrets needed.	0
You mean invasion?	1
Roll tanks on these invaders and send them back!	0
Why suzie	0
one day she will convert coz it begins like that	0
She trying to be controversial, create a problem, be mischievous, what on earth she thinking,	1
You mean you guys hate when other people come to your land and start living there?	0
Tension? Really? Who'd have thought?!	0
There is a new term for this - moral porn.	1
Oh believe me, I know these people don't rep Sweden in any sense. I know the swedes are some dope ass people, not the butholes with a stick up their dicks.	0
So backwards you are!!!	1
BBC news job to deliver ansthestic news , from the. N. orth E. East W. West S. South Of there global perspective. Which shapes are our view. This type of illusion happens just before Britain is debating whether to invest in war. And how to the Victor the spoils will go to usally Britain. The difference is isreal is the new empire builder. The refugee problem has been enduced to destabilise Europe and also to dehumanize the next set of slaves.	1
Get the military stationed on the coasts and fire on them and their ships.	0
This called Hijab. A symbol of modesty and respect for women in a society.	0
Baz it's you're* mate. Education's a great thing.	1
Child Abuse, mentally and physically. Very Very Wrong ! Children are not 'Objects', they are not 'Possessions'. Children are Human Beings with a Right to Equality in Life.	1
Support Hungary. Hungary protects Europe and You. Hungary is fighting not only for itself but for the whole of Europe. The police, the army and the whole Hungarian nation will fight if it is necessary. This is our fate, we have been doing this for over 1000 years. We are fighting for you too. Don't let us down. If you agree with the measures taken by Hungary, replace your profile photo with ta hungarian flag. Thank you!	1
Because mother Mary did!	0
2 of my best friends are Romanian :)	0
"What happened to ""behaving like the romans when you are in rome""? If he faith is more important to her tban her career,then she should quit and go home rather than start a religious storm."	0
So would I,	0
Ya think ??	0
I'd shut and lock the door	1
The population of the EU was not asked if they wanted this to happen before the event. Are we therefore surprised?	0
Little clearer?	0
👎👎	0
Not here	0
stay home and fight for your country! this is my message for syrians!	1
Got half way through the tirade of xeno this phobia that, to draw the conclusion that we are a selfish TWAT of a species,,, ME, ME, ME, ME... All you do gooder humanitarians can go kiss your ass.. WE the HUMAN race ARE MOST definately NOT endangered as a species.. but will be due to own caring for fuck all else other than ourselves... It really is not rocket science when a species overwhelms, ALL life is in peril.. AND NO god NOR PRAYING TO FANTASY SHIT WILL CHANGE THAT.. A friggin men..... Wake up dickheads!!	0
it is also a must for people in the bible to have slaves, to sell their daughters as slaves, and things that we find unthinkable in this day and age. . the bible is a history book, a lot there is not a manual on how to live in peace, and should not be taken as such.	0
The 'Open borders' policy in the EU zone without a common minimum wage, unified taxation arrangements and a common welfare safety net has been a complete political, economic and social disaster. No better examples are that the EU zone is still in recession after 7 years, extremist parties are gaining political ground and unemployment is in double digits Employers and multinational companies on the other hand have a large pool of cheap labour, and can move capital accross borders and offshore, so all good then...	0
I cannot understand how an intelligent woman would want to wear a symbol of misogynistic oppression. Muslim men think you are second class...what is wrong with you!!!	1
"Why don't these ""refugees"" settle in Albania ? It's a muslim country and they'll fit in well. Oh wait.... They can't conquer a non Christian country can they? OPEN YOUR EYES PEOPLE!! INVASION INVASION INVASION INVASION INVASION INVASION INVASION INVASION INVASION INVASION"	1
I'm wearing my red and green suicide vest for the holidays.	1
They have so many kids average 6-10 we are outnumbered	0
you have named 4 muslim countrys what about the other 48. Were does it say europe is under any obligation to take anyone	0
How is Germany going to handle all these people? I wonder if they have really given this any thought at all.	0
You are so stupid telling this	1
You cannot possibly want both the best and the Best of being a EU member!!! You want the funds but not the people!! That s nice!! You are the richest economy and will be, so the media stop being hate mongers!! And remember treat people well and fairly,that s how you made it!!	1
Hello peeps he is living in Canada! !	0
So she's not going to vote, drive a car, go outside without a male escort, show her face in public. She's going to have her genitals mutilated and to finish showing her solidarity she's going to blow something up. Is that pretty much the just of it	1
"Not enough donations to cover the cost of bombing those ""refugees"" homes for the best interest of the west... going after one person... Assad."	0
They are a threat, simple as. Perceiving them any different would be just stupid.	1
Ok by me, Joe. How about you?	0
"Maria, you are full of it, Islam's history is awash with blood, and all justified and condoned by their ""holy"" book. Maria, name me one single islamic country where non muslims are not living in fear of their lives? I warn you now Maria you wont find a SINGLE one."	1
Lol! This shit is not true! Ur just taking thr bad out of SDU! SDU wants a little break from imegrants bcus Sweden is the country that takes in most imegrants in hwole Europe! We have a realy hard time right now in sweden! And sweden democrats is swedens #1 party right now so this bullshit is fake! (Im not good at spelling, i am from sweden)	1
Sick individuals corrupting young innocent lives	1
Am proud of it man!!!!!!!!!!!	0
Looks abit like dads army opening screen	0
oil and water don't mix	1
90% are just invading economic refugees, why flood your country with third world Muslim immigrants who won't work, won't learn Swedish and bring their Islamic sharia law and jihad with them! They don't respect women or any one else way of life! Now why would you want that for your country you politically correct marxist moron! all cultures are not equal, ours is superior to theirs, it is what it is, why else do they all want to come to Europe? Because we are better and have welfare, yet they won't go to Saudi Arabia or UAE or other wealthy Muslim countries..... For two reasons: they have no welfare because they are MUSLIM, two, they want to invade all non Muslim lands and spread islam every where! Before you decide to call me RACIST, remember Islam and muslims are NOT a race!	1
Well she aint getting gold for that. She can go to hell and show solidarity with the devil if she likes.	1
@Howard Gao. Of course they knew that the migrants would keep coming. How could they not know ?	0
Good for Sweden, this backlash was bound to happen after crushing their national identity and telling them that Swedes don't have a right to their own country.	0
Why are they migrating???	0
god bless america.....	0
Elderly subhuman follower of a cult ...	1
House them all in Downing street	1
Largest party? Sheesh. How does it represent people when it says that some are Swedes and some are not. I'd really like to know the definitions, and I have yet to hear anything which could actually be applied IRL.	0
"I said we don't have enough resources. I'm not saying ""send all the immigrants home"" im saying we should stop the overwhelming flow before they all sleep in tents. Norway is now at the moment spending millions og NOK towards building refugee houses, we loan money via EU, our current goverment spends money like there's no tomorrow and the new wave of refugees are currently complaining about their refugee locations being too remote. We don't have any free spaces left in the cities, and Norwegian families even offer their houses to the refugees so they won't have to live on the street. It's much worse than you think my friend :("	0
Maybe now brits will start to respect eastern europeans more?	0
F. Off	1
These people are no longer among the party, they were thrown out some time ago.	0
i would like this elder to strap a bomb to himself but no chance of that	0
ILLEGALS. and criminals.	1
Well done Sweden, Islam is a virus , needs to be killed along with the traitors running Europe, they are parasites not refugees.	1
Matilda Koistinen	0
They sure do blow up real quick these days	0
Yeah she's just kissing up	1
Look at me! Pay attention to me! I'm so special! I'm SO NEEDY! That's what this rubbish is about.	1
Isn't it about time for a two tier EU. The Eurozone countries moving forward with integration, to better control their finances and borders. Those countries, e.g. UK, that would just like to be member to trade freely, nothing else.	0
har du själv varit i Rosengård? Låter inte som det 😂	0
"...apologies, I forgot to add ""and who hate everything about Britain and white males""."	1
"He is talking about interior threats""ISIS""."	0
Like Mother Mary and Christian nuns' with their head coverings are?	0
Think you need to and start looking after your own.	0
my sons both work fall time and cant afford a place to live so if people come from abroad for a better life arriving with nothing where are they going to live its a simple question also after waiting at a and e for an elderly relative took 10 hours and in the end that had to admit him to a ward cause he still had not seen a doctor where are all the extra hospital places going to come from when they can give a straight answer then maybe we could talk about it	0
radical nationalist group??? Haha!	0
Stand or be overrun !	0
Help Russia fix Syria, then this migration would end sooner..	0
I am ashamed of these people. I'm ashamed of the whole world in fact. Sweden has been taking a lot of refugees that is a fact. Sadly many European countries hasn't.what Europe do forget is that those we against them attitude will lure make Isis people able to lure weak people with nowhere to go to have an excuse to join them and maybe even fly bomb every fucklng country. As long as we contribute to wars and unfairness we are responsible to what happens in the world. Sad but true people. We can't run and hide any more. We need to unite. There is always ways but so many people is so not ready to change their perfect life. It's about humanity not race or anything here. In a few years time Africa will follow. And we will ask. Why the hell. I ask why the hell not? This world is unfair and we are all to Blame. Sad but true Also I see many good ones in the world and now when Christmas is coming closer. I hope you think about this? Whether you believe in Christ or not. Would he want you to celebrate him? He was in many aspects a refugee preaching. He was a man from Nazareth and Bethlehem. Many refugees are from that area too. And he took in everyone. He even preached for his enemies. I don't necessarily believe in God or Jesus myself but really we are all are eager to spend millions on our loved ones while people out there try to come to us after maybe Years with wars. Stuff most of Europeans can't imagine. I think he would rather say. And you lot complains these persons cost money but you spend 10000 of money on Christmas gifts how is that to celebrate me? He would shake his head for how stupid this world is. I believe in humanity.	0
I say shoot, before it happens to us	0
"I'm guessing you haven't actually read any of my comments. Not one of us is dismissing the statistics. I'll humour you with a few excerpts from the Wikipedia page to which you're referring: ""However, widely differing legal systems, offence definitions, terminological variations, recording practices and statistical conventions makes any cross-national comparison on rape statistics difficult, which is why the UNODC itself caution against using their figures."" ""The Swedish police record each instance of sexual violence in every case separately, leading to an inflated number of cases compared to other countries. Sweden also has a comparatively wide definition of rape. This means that more sexual crimes are registered as rape than in most other countries. For example, in 2005 Sweden reformed its sex crime legislation and made the legal definition of rape much wider, which led to a marked increase in reports."" ""Additionally, the Swedish police have improved the handling of rape cases, in an effort to decrease the number of unreported cases."" ""According to the FRA study there's a strong correlation between higher levels of gender equality and disclosure of sexual violence. This, and a greater willingness among Swedish women to report rape in relationships, may also explain the relatively high rates of reported rape in Sweden, which has a long-standing tradition of gender equality policy and legislation, as well as an established women's movement, and has been ranked as the number one country in sex equality."" tl;dr: Learn a little about data interpretation, don't reach conclusions based purely on assumptions, and always, always read texts/Wikipedia pages (at least the parts related to the subject of discussion) in their entirety; especially if you're using them as references to back up your claims."	0
gest to many how,brition will sink if they come her	1
if you are not a british citizen,you wont share my views	0
So pleased to hear that. This is terrifying!!!	0
Hahahaha. Compete? The EU is part of the plan for a new world order. There is no compete.	0
Hit the nail on the head with that headline,migration not refugee's :/	1
"that's true but rroma (""gypsies"") are becoming more and more educated and integrated into Romanian society (as well as in other countries). And you can see that this applies to anyone who receives the proper education, regardless of background, skin colour, etc. Being raised in the proper environment where they can develop a motivation for learning is important. The problem is more to do with the fact that a great deal of rroma/gypsies are conservative themselves and want their traditions preserved.. which unfortunately and truthfully, is only hurting those who want to learn and improve their situation in life. Though it's true a lot of Romanians have put gypsies down because of their reputation for being criminals, which doesn't help the (potentially) good ones change their situation either."	0
"i wanna see that retarded racist how will be if he will need help from a ""filthy romanian""... they must be in prison for racist... not on tv..."	1
If god is out there, I doubt if he/ she is unduly concerned about what any of us is wearing. What does it matter? We were made without clothing and adornments!	0
If you are a true Christian stick to your own faith. No Muslim woman will thank you for wearing a Habib. By wearing it you are signalling that it's ok to be downtrodden, oppressed, in some places not allowed out unless with a male(family) not allowed education etc.Where will you find a Muslim woman who will take off the Habib and wear ordinary clothes with a cross around their necks( I doubt you will find it anywhere) so lady think again. To show solidatiy with our Muslim sisters fight to get them equality.	1
Big problem	0
Send them back !!	1
Ban immigration to the UK! Ban Brits Emigrating abroad!! Finally ban all Brits ever going on holiday or travelling abroad for fun. Job done.	1
I like the EU and want to stay within it. Unfortunately the Labour government are useless at the moment, and the media are pandering to UKIP because they make good clickbait. I really think another term of Tories is inevitable, and we may well end up sleepwalking out of the EU as a result. Personally I don't want to trade our right to live and work throughout Europe just because of racist undertones that are being stoked at the moment... Turning our back on Europe won't make us richer! And it won't help those on the lower end of the spectrum rise any higher.	0
Why?!! Quit your working in a Christian School beside why are Muslim even going to a catholic school ??! Is that not against their religion aren't Catholics considered the infidels	1
Say goodbye to your country as you know it. Oh, start learning Arabic, stop eating pork and get a nice cover for your head. God bless	1
Nigel has a German wife, Cameron a Spanish wife, Nick Clegg also has a Spanish wife and he is half Dutch and I am not sure about Ed but for centuries the Europeans have been coming to England look at the Queen her father was German!!!! Funny :-) :-) So has the Mayor of London Boris got some German in him :-) :-) Just Politics winding everyone up :-) :-)	0
Judgment with out a proof. You guys are advanced in the head. Not.	1
lloooooool from a filthy romanian	0
Thank God there are also people in liberal Sweden who want these arab scum out of europe.	1
How can he train them to be Suicide Bombers? He's obviously Crap at it himself...	1
What utter rot. These people should be shown compassion. They are people like you, like all of us. With families, with small children. They are normal people who are suffering. They are not ISIS. They are not soldiers. They are NOT terrorists. Every country should take in these poor people. Even if they do find somewhere to live, it's not going to be a picnic. Imagine finally getting somewhere safe, and the racist citizens of that country are going to treat them terribly. It will still be awful but at least they will have a toilet, a bathroom, a kitchen. They can go to a supermarket. Do normal things. Their kids can go to school. Can you imagine their horrific life at the moment???	0
If Islam is a religion of peace, why in 15 days did Parisian authorities find 1/3 of a year's discovered contraband including hundreds of automatic weapons and crates upon crates of 7.62 rounds in the mosques they raised? Solidarity? With what? That?	1
But no one here says any thing about our sickos in our country. I think it's awful however, there is good and bad in everyone so please don't just target a religion or muslims or India or whoever.	0
Can't wait for Christmas 🍺🍻🌲🌲⛄⛄⛄⛄	0
...	0
how about if you stay and fight for your own country instead of running like a little sissy?	1
Sucks to be them eh	0
Hahaha have you seen Europe especially Germany Hungary Sweden etc since use started coming chirst no thanks	1
😁😁😁😂😂😂	0
Mary mother of Jesus is depicted wearing it in every portrait. Christians are such hypocrites	1
Thank you Shoalb	0
Marius, who is racist now dear?	0
Our government disgust me only taking 20,000 over 5 years and not taking any already in Europe who need help right now....should be ashamed David Cameron i would honestly put a family up in my house...	1
What culture is that then?	0
people like Shauny Bish cannot address points in an argument but nobody who has a brain takes them seriously because of their uneducated and unfunded comments. I suggest that Shauny and Janet do as they preach and show us an example of a heart putting their own family second place and leave their own front door open day and night for only a week.....	1
As an american I disagree with this guy completely. Comments like that make people hate Americans. I promise we're not all like this..	0
A curious American here. Have any of you witnessed the migration? How are the people traveling? Is this a sudden act by thousands or has it been building up? How is this effecting your community?	0
You've made a clear point here who is actually the violent one ;) thanks.	1
Swedish person here, I hope you understand that these people are idiots. I dislike a lot of people in our government, but these guys take the 1st place on pure idiocy.	1
Thanks Germany	0
I hate Isis but not Islam but why do Isis preach in the name of Islam ?	0
Wow...is she freaken nuts!	1
Yeah, because the US did sooo well in Vietnam etc. Please. Get over yourself.	1
A religion which says Mother should be loved 3 times over the Father and that heaven lies at her feet? wow I wonder Why Media does not point out this one?	1
YES, IT IS WRONG!	0
Roma......	0
I dont why people are so angry , if they are succesfully suacide bombers they family will benefict from that nothing wrong its just a business	0
mohammmm. Typical Mohammedans reply. With a name like yours I Suppose you don't like those who are anti refugee because you think they are anti Muslim ? Our homeless are a little more important than imported homeless by the way.	1
The only unfair thing in this video is how SD treats people and how the rest of us swedes cant defend ourselves against these discusting and SHAMEFUL behaviours. Have you ever watched the news or read a magazine? The arab countries are taking in refugees, but guess what? Arabian countries are more dangerous as they are located closer to syria. So think about it like this, if you were fleeing Where the fuck would you go? The answer is: as far away as possible.	0
I Self Law & Master	0
Well done Hungary	0
"meanwhile, our ""ally"" Saudi Arabia announces that Riyadh will be the central command center for Salafist mercenary operations directed against Syria's *secular* government .."	0
if this idiot passed some laws to stop local business producing in sweat shops abroad and subsidizing them also... could help!	1
As a Christian that is your free will to wear one, were in the bible does it say you are not allowed to wear one, that is your decision as a HUMAN BEING to wear one, well done to you, as it is my decision to wear a cross, it is my choice and no one has the right to tell you not too, that is between me and God.	0
and these pricks are teaching are kids	1
Have proof that 1 million swedes salute the fires?	0
SEND them all back fed up with the EU sooner we vote out the better English and proud of it keep the UK British we have enough here already they do not Intergrate we are already being taken over .	1
Do the letters F O mean anything to you bud?	1
"To compare sweden With USA is just so wrong of course the population Will emerge and thrive sweden is pointed out beacuse we are a country that is in the position that we have to put up boarder checks and beacuse of this it brings chaos but for real sweden is a rather small country compared to the us for instance and sweden cant Even take care of those WHO already are here. Swedens politics has gone haywire. And all of you that says that the Numbers of unemployed sink beacuse immigration well of course it does beacuse the number of people is streaming in. ""A nation is strong for as long as they dare to stans up and tell the truth to its people"""	0
a ukip or tory talking about facts lol	0
Why? Islam is a religion of death and murder. Why are you shocked?	1
Because we don't want to look like a filthy Romanian or something. ....?!?!?! Under the circumstances I declare myself proud to be Romanian, a filthy Romanian according to this people; filthy, but with my head on my shoulders, and with my feet on the ground, with a clean brain, clean but unwashed. I will not say that the Swedish people are idiots because I don't want to put them all in the same pot as they, and not only them do, when it comes to Romanians. I think that these clean, young guys throw their brains in the washing machine along with their panties, but instead of detergent, they let them spin in their own yellow - brown juice.	1
Lena vad är skillnaden på SD och tex Ukip? Varför är de så förvånade och förfärade, är det inte samma strömmar i UK?	0
Not trying to defend the guy but he means Romani, not Romanian.Still racist. I think a lot of people here think that Romanian = Romani	0
"It wasn't long ago that Sweden was filthy too. These cleaned clothes Swedish Democratic Party people that called themselves ""elite of the society"" didn't learn anything in the history class."	1
Jorge E. Supertramp- are you capable of debating without insulting and name calling? My mindset is far from prehistoric. I have lived in Canada, Europe, and the Middle East. I am all for equality, I support everyone's right to freedom of speech, religion, access to education, good health care and a good quality of life. These men that are being shown on every News Feed are not examples of what Islam is all about. I do not condone their actions and/ or their behaviour, far from it. They are doing an injustice to their religion and the people who actually need the help and will now be refused. I am sick of the bashing, the insults...we are all humans. Why do they have to change their religion and how does them practicing their faith, affect you? Are they forcing you to convert? Are they making you pray five times a day? Are they making you dress different from what you would normally dress? You are repeating only what you have heard others, on social media, say. Perhaps, try getting to know a person who practices Islam, and then comment.	0
I don't see anything spectacular here, Catholic nuns v been wearing hijabs for more than a thousand years	0
"This is not Islam! This is a pervert lad man who has so much hatred not only for people but also for other muslims! This is not Islam! This is terror... in Islam we have a rule"" if you kill one soul it is as if you kill all humanity and if you save one soul it is as if you save all humanity"" Stop saying that it is Islam, it is people who are using the name of Islam fro a certain agenda!"	0
He was the ONLY ONE using a lifejacket - even though his wife didn't knew how to swimm! Even though he had his children on the boat... I don't believe him not even a little bit!	1
inovsky Becuse of redefinition of laws.. How did you not know that?	0
Heartless old raisen..... God is up there ...	1
Put a machine gun nest on beach that will sort it	0
Yes you americans are a warning example. The true American culture and way of living got totally destroyed by invaders from Europe. Many of them poor people or criminals. As an antropologist with this insights I assume you are deeply engaged with native American rights movement.h	1
Read the article again dickhead	1
Christian welcoming them with hidden agenda.	1
Attention seeker	1
Spot on Tomboy. Spot on. The government have is looking below ourselves for the cause of all out problems. The poorest in society and the immigrants are the ones to blame they say!!! We should be looking at them and those above us who are greedy and sly.	0
^^^^^^^^^^^^^^-Taqiyya.	0
But even 10-15 years ago theres news video with small muslim boys using automatic weapons.	1
These radicalized imams are the source of all evil in the Middle East. And the saddest part is that they do what they do for financial reasons, not religious. They also are slaves of powerful private interested groups, just like in the West. Only the West used different methods.	1
This is the first thing they learn at Islamic Cult School	1
"and rivers of blood, but was there?!"""	0
Just as I said, bigoted and xenophobic, I am well read, have a degree and read all I can about everything - except The Sun and The Daily Mail. Illegal immigrants are a problem, I agree, but refugees are not, we have a duty to assist asylum seekers, who would rather be in their own country and are fleeing war and oppression. Does anyone know how many actual terrorists cross our borders every day, by plane, ship, tunnel? I guess that MI5 have some idea. My 'box' encompasses the whole of mankind, how small is yours? You need to read The Declaration on Human Rights https://www.google.co.uk/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0CCEQFjAAahUKEwimorqWjYPIAhUEXBoKHZwFAbc&url=https%3A%2F%2Fwww.liberty-human-rights.org.uk%2Fhuman-rights%2Fasylum-and-borders%2Fright-seek-asylum&usg=AFQjCNEni2GSK7rijzIS6-T0dUpA3PyIGA&sig2=MIc37s2auqVg7q3nq9lNxg it protects you too.	1
It was Merkel who caused this .... She has went very quite. Hopefully the German people will remove her from power.	1
Corey - pls, use: punctuation?	0
Asså de är så jävla vidrigt så de är helt sjukt.	0
The empire still exists to an extent pal.	0
Left hand and right hand have the same body, it doesn't matter who you vote for because when it comes to geo politics neither party leader has any say in the situation what so ever , look at the countries that are deemed a threat or who are at war with the west, they all have one very important thing in common ! NONE OF THEM HAVE AN OPERATING ROTHSCHILD BANK IN THEIR COUNTRY! !!	0
https://www.facebook.com/jasonmillmusic/videos/1023369934361510/ This is actually happening in Hungary! More and more aggressive immigrants are approaching the trains! The passengers are scared! They are throwing things at the trains and houses are being occupied. As you can see: no one and nothing matter... to them	1
Nice post Rabah!	0
Stupid woman.	1
Isil was created by the u.s&arab gulf countries	1
where did you visit?	0
@ Lee ... There is nothing wrong with Polish people.	0
"Stop saying migration and migrants. You know it's refugees. ""balanced"" is not being shown here"	0
i will get the training ,because i am british citizen by birth,london,uk,national health insurance number card,national insurance number card,i voted in england,i got priority over eastern european immigrants,to conclude	1
achemed the dead terrorist fan ? lmao	0
https://youtu.be/wSmEkzQyT4I	0
I enjoy reading the comment	0
Why everybody here is arguing about her headscarf, she is free to wear whatever she wants if you do beleive in freedom of course , if she wears a kippa would you react the same? why you are just calling for differences , religions fight racisme? Instead of quarelling all over the time try first to define what does mean to be HUMAN.	0
That pouting army will scare the hell out them!	0
I don't understand why immigration has become so wrapped up in racism, it seems logical to me that there should be some controls for practical reasons. As for the EU, again, being anti EU is connected to xenophobia therefore not PC but with me being anti EU is simply not liking a huge, unwieldy European parliament that sits miles away from where I live and I must admit the desire to not 'go with the flow'.	0
Andrija Balen	0
Moh Oog Updy Shakur Mo Nabadoon Inboow Maxamed Tahliil Sayga Abdifatah Chelsea Farhan Ali Mohamed Abdulahi This is speechless tbh, you can put a fullstop to the immegrants but if you cant even see other people and other Religon is something else and tbh this people havent been on difficult periods like the way we did, and i wonder if they ask theirselves if they could be on our position? And this is what happens when you have everything, you will think you will never need someone We are all born with Love but Hate is something we teach ourselves and this is an exemple.	0
His family died because of his greed	1
There's been many of homeless people in my house :)	0
Drive tham in to the sea and kill the scumbags	0
I don't think we should feel offended, this is the image that foreigners have about our nation, this is what the gypsies have created for the past years, they have destoyed every little beautiful thing about us and our country. I am 100% sure he has no idea what is the difference between rom and romanian.It's not ok to be racist, but how else can you be with a nation that first steals from you, steals from other countries, and then they pretend to be you and eventually drag your name into mud?	1
Let UAE , Kuwait and all the merry Arabs absorb all these jihadists	1
Having said that, I take people on individual merit, by their words, deeds, hearts and souls, as opposed to anything else. Although when it comes to which way round the toilet roll is hung, I judge. Hard.	0
wrong wrong wrong wrong wrong wrong.................judge needs assessing for suitability to make sensible decisions - a 12 year old girl now has a life sentence........ I am ASHAMED to be part of the same species!!!!!!!!!	1
This is why that ISIS convoy in desert has no civilians. They're all going to breed and indoctrinate more, you have to cut the tumor out 100% or it grows back.	1
this is like when after wwII nobody wanted the Jews-the result of that was Israel-and we all know how that worked out.	0
fuck off said	1
England has a major problem with overpopulation and cannot continue. It's not racism. I and a lot of my peers have had to leave for good jobs and decent standards of living. I feel bad for those left behind trying to get on the housing ladder. It's a great country but it's full!	0
Sweden is a segregated and frightend society. Wery few sweds wants to live with the imigrants not eaven the ones fighting for multikulturalism. There is no oposition to europes most liberal imigration policy than SD. À lot of people beleve that the way to deal with the ones afraid of what is happening to the society with segregation and crime is to bully them. This only makes them stronger. The oposit of rasism is not antirasism it is love.	0
Shut the doors,and send them all back now !!	1
This video show the real face of the SD, and especially called SDUmembers. SD try to show a democratic face to catch more voters,	0
but 99% of the people in those country are muslims, so even muslims have the choise, and yes 60% wear it .. You don't respect their choice Darren Cook ?	0
haha sure. At least we have women in power, equality and rights for gays. You have a prehistoric mindset that can't commute in a civilised society. Every other religion can commute in Europe but only one is not able to integrate. Love it or hate it, facts are facts	1
The Irish went from being terrorists to the world's mother Theresa. No one is buying it btw 😒	0
Hillary Clinton admits they created Al Qaeda founder of ISIS (ISIL) and responsible for 9/11. Should we Remember what the US sows, we reap in terms of refugees from Syria and Iraq and Afghanistan……. https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3DDqn0bm4E9yw&h=vAQEI-0-d	0
They know very well what they are doing. Go home invaders, the game's up. http://www.express.co.uk/news/world/606211/35-MILLION-migrants-Europe-Hungary-builds-second-fence	1
An appeal to emotion, when right now we need reason.	0
After you, Cory Adelman, ladies first.	0
Mary mother of Jesusu is depicted wearing it in every portrait. Christians are such hypocrites	1
https://www.youtube.com/watch?v=cZGghmwUcbQ	0
UKIP är mer fokuserade på att gå ut ur EU och få mer självständighet i Europa än SD. Lite mindre fokus på invandring + samhället i UK är så integrerat redan att Sverige (SD) framstår som mkt värre. Kortfattat. Puss	0
every day is a few less Muslim drug dealers in the Phillipines with Duterte as president !	0
What about those who wear it with their own free will ?	0
Open it's doors? You people marched right through Europe and rioted, littered and created chaos along the way. How much more accommodating do Europeans have to be?	1
World HAS To BE More CAREFUL!! SORRY!! Wait On LINE..	1
We should mull over that there are as correct people in the world as mad people. If we succed to get over the divisions and working together against the radicalism we will defeat the terrorism	0
"Rabah does like to break out a bit of copy/paste but when you can get him irate into calling you a ""xenaphobe"" in an originally scripted rant, then you know you've got something right."	0
Mary mother of Jesus is depicted wearing it in every portrait. Christians are such hypocrites	1
chrstians wore this till 70 s .feminine movements slowly changed all that.back to scarf movement coming....	0
i work in Norway my friend, so i can argue a bit about Norwegian resources and space. It's not a matter of resources or space. It's a matter of acceptance. With all love to my beloved Norwegians but it's the time for Europe to stand on itself and stop wars and prevent it from happening instead of being puppets to the US . EUROPEANs should just forget their colonial history and start acting as responsibles. I'm aware that Norway is not part of EU but I'm arguing about the general situation in EU.	0
Poor babies- born into a life of lies & violence!!	0
https://www.interasistmen.se/irm-listar-sd/	0
CLOSE YOUR BOARDERS! BEFORE IT'S TOO LATE ...	1
Who would want to look like a foolish SD with no history culture? Probably nobody. Maybe they should get some free history lessons to understand the origins of gypsies and the difference between gypsies and romanians. So .. an incultured boy calls romanians filthy? That'\s not even an insult since he's speaking from his ass but i believe romanians should donate them on their facebook page pictures of how clean we are and how uneducated are the ones who babbled that supposed to be insult. So .. spam people.	1
You seem to me to be rather a stupid woman, Margaret Darwiche. To each his own. It's none of your business what she chooses to do.	1
think the bbc are blind there not settling in germany lol , there going to france trust me	0
Disaster for the UK if we quit Europe.	0
